epochs,octoFlash (r),octoFlash (w),octoFlash (r+w),octoFlash (r cycles),octoFlash (w cycles),octoFlash (cycles),hyperRAM (r),hyperRAM (w),hyperRAM (r+w),hyperRAM (r cycles),hyperRAM (w cycles),hyperRAM (cycles),npuRAM6 (r),npuRAM6 (w),npuRAM6 (r+w),npuRAM6 (r cycles),npuRAM6 (w cycles),npuRAM6 (cycles),cpuRAM2 (r),cpuRAM2 (w),cpuRAM2 (r+w),cpuRAM2 (r cycles),cpuRAM2 (w cycles),cpuRAM2 (cycles),flexMEM (r),flexMEM (w),flexMEM (r+w),flexMEM (r cycles),flexMEM (w cycles),flexMEM (cycles),cpuRAM1 (r),cpuRAM1 (w),cpuRAM1 (r+w),cpuRAM1 (r cycles),cpuRAM1 (w cycles),cpuRAM1 (cycles),bus port 1 (r),bus port 1 (w),bus port 0 (r),bus port 0 (w),epoch OPS,epoch OPS vs total %,epoch compute (cyles),epoch compute (cyles) vs Tot %,max (cycles),max (cycles) vs Tot %,epoch average ATON power (mW),epoch average ATON power vs Tot %,epoch average memory power (mW),epoch average memory power vs Tot %
293 ,70656,0,70656,161790,0,161790,0,0,0,0,0,0,870400,102400,972800,47776,24000,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,51200,480256,51200,28364800,0.00645554,136534,0.00350746,423936,0.00461335,61.5258,0.00505451,147.101,0.00618852
294 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,102400,526336,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
295 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
296 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
297 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
298 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,56320,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
299 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
300 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
301 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
302 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
303 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,56320,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
304 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
305 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
306 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
307 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
308 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,5120,51200,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
309 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
310 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
311 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
312 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
313 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
314 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
315 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
316 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,256,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
317 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,32,512,0,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
318 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
319 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
320 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
321 ,70656,0,70656,161790,0,161790,0,0,0,0,0,0,870400,102400,972800,47776,24000,71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,51200,480256,51200,28364800,0.00645554,136534,0.00350746,423936,0.00461335,61.5258,0.00505451,147.101,0.00618852
322 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,51200,475136,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
323 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
324 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
325 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
326 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56320,0,0,51200,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
327 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
328 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
329 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
330 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
331 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,51200,51200,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
332 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
333 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
334 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
335 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
336 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,5120,51200,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
337 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
338 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
339 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,8000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,51200,0.00131529,51200,0.000557168,5.2739,0.000162474,8.699,0.000137237
340 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,8000,64000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
341 ,5120,0,5120,30720,0,30720,0,0,0,0,0,0,51200,51200,102400,16000,16000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,56320,0,2099200,0.000477757,51200,0.00131529,51200,0.000557168,31.9924,0.000985594,30.699,0.000484312
342 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
343 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
344 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,51200,0,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
345 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
346 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,256,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
347 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
348 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,102400,153600,256000,16000,12000,28000,0,51200,51200,0,128000,128000,0,0,0,0,0,0,0,0,0,0,0,0,52480,102400,51712,102400,716800,0.000163136,51200,0.00131529,128000,0.00139292,54.738,0.00168632,32.8758,0.000518653
349 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,204800,153600,358400,16000,16000,32000,819200,0,819200,57152,0,57152,0,0,0,0,0,0,0,0,0,0,0,0,577536,51200,512000,102400,26316800,0.00598944,136534,0.00350746,393216,0.00427905,54.1005,0.0044445,143.153,0.00602246
350 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
351 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,102400,972800,92576,16000,108576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526336,0,409600,102400,26265600,0.00597779,136534,0.00350746,393216,0.00427905,54.9333,0.00451292,138.851,0.00584144
352 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
353 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52224,51200,768,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
354 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,102400,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
355 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
356 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
357 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,51200,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
358 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51968,51200,1024,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
359 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,102400,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
360 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
361 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
362 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
363 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52224,51200,768,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
364 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,204800,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
365 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
366 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475136,0,409600,51200,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
367 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
368 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52224,51200,768,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
369 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,102400,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
370 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
371 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
372 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
373 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,256,51456,8000,40,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,51200,0,0,0,51200,0.00131529,51200,0.000557168,10.7746,0.000331935,4.77124,7.52718e-05
374 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,32,544,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8192,32,16416,3.73612e-06,2731,7.01575e-05,49152,0.000534882,74.7404,0.000122817,660.856,0.000556109
375 ,8192,0,8192,16380,0,16380,0,0,0,0,0,0,512,256,768,26,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,256,512,0,16640,3.7871e-06,2731,7.01575e-05,49152,0.000534882,75.88,0.000124689,661.18,0.000556382
376 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,32000,8000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153600,0,51200,51200,102400,2.33052e-05,51200,0.00131529,51200,0.000557168,16.4882,0.000507954,22.9535,0.000362118
377 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,102400,153600,256000,16000,12000,28000,0,51200,51200,0,128000,128000,0,0,0,0,0,0,0,0,0,0,0,0,102912,51200,1280,153600,716800,0.000163136,51200,0.00131529,128000,0.00139292,54.738,0.00168632,32.8758,0.000518653
378 ,65536,0,65536,393216,0,393216,0,0,0,0,0,0,409600,332800,742400,32000,26000,58000,51200,0,51200,9600,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,230400,102400,295936,25600,13158400,0.00299472,102400,0.00263058,393216,0.00427905,98.9283,0.00609539,174.801,0.00551537
379 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
380 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,870400,76800,947200,32576,12000,44576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526336,0,409600,76800,26291200,0.00598361,136534,0.00350746,393216,0.00427905,51.0374,0.00419286,138.111,0.00581031
381 ,0,0,0,0,0,0,0,0,0,0,0,0,76800,76800,153600,96000,12000,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,51200,51200,25600,0,0,0,0,96000,0.00104469,0,0.000692856,0,0.000205855
382 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52224,51200,768,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
383 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,102400,102400,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
384 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,0,102400,51200,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
385 ,65536,0,65536,131070,0,131070,0,0,0,0,0,0,819200,51200,870400,28576,8000,36576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409600,51200,475136,0,26265600,0.00597779,136534,0.00350746,393216,0.00427905,49.3108,0.00405101,135.589,0.00570421
386 ,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,102400,64000,8000,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,51200,0,0,0,0,0,64000,0.00069646,0,0.000461904,0,0.000137237
387 ,1792,0,1792,10752,0,10752,0,0,0,0,0,0,51200,153600,204800,8000,12000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51968,51200,1024,102400,716800,0.000163136,51200,0.00131529,51200,0.000557168,28.3591,0.000873661,24.294,0.000383266
388 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,102400,307200,16000,8000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,204800,0,51200,1.16526e-05,51200,0.00131529,51200,0.000557168,7.06998,0.000217806,26.901,0.000424394
389 ,0,0,0,0,0,0,0,0,0,0,0,0,204800,51200,256000,16000,64000,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,51200,102400,0,102400,2.33052e-05,51200,0.00131529,64000,0.00069646,24.6085,0.000758118,22.9535,0.000362118
